id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_safety_equipment_1,victim_safety_equipment_2,victim_ejected
4945115,91414474,5,driver,male,48,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4945305,91414892,1,driver,male,30,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4945428,91415171,2,passenger,female,15,suspected minor injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4945550,9141543,2,passenger,female,13,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4945551,9141543,2,passenger,female,14,complaint of pain,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
4945552,9141543,2,passenger,female,8,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4945642,9141562,1,passenger,female,56,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4945747,91416681,1,driver,male,31,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4945753,91416691,1,driver,male,28,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4945857,9141689,2,driver,female,32,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4945918,9141699,2,driver,female,40,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4945920,91416993,1,driver,female,65,possible injury,driver,not required,lap/shoulder harness used,not ejected
4945923,91417000,2,driver,male,31,suspected minor injury,driver,not required,"driver, motorcycle helmet used",partially ejected
4946011,91417153,1,driver,male,33,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946012,91417153,2,driver,male,26,suspected serious injury,driver,air bag deployed,lap/shoulder harness not used,not ejected
4946043,91417214,1,driver,female,20,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946090,91417289,1,pedestrian,male,37,suspected minor injury,position unknown,,,
4946092,91417290,1,driver,female,18,killed,driver,air bag deployed,lap/shoulder harness not used,fully ejected
4946093,91417290,1,passenger,male,3,suspected minor injury,passenger seat 6,not required,child restraint in vehicle used,not ejected
4946094,91417291,1,driver,female,58,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946095,91417291,2,driver,male,49,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946118,9141736,1,passenger,female,35,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4946119,9141736,1,passenger,female,55,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
4946120,9141736,2,bicyclist,male,18,complaint of pain,,,"driver, motorcycle helmet used",not ejected
4946121,9141737,1,passenger,female,58,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4946122,91417375,1,driver,male,22,suspected minor injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4946126,9141738,2,bicyclist,male,22,complaint of pain,,,,not ejected
4946132,9141739,2,bicyclist,male,50,severe injury,driver,,"driver, motorcycle helmet not used",fully ejected
4946154,91417481,2,driver,female,68,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946157,91417486,2,driver,female,60,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4946242,9141765,2,driver,male,47,suspected serious injury,driver,not required,,fully ejected
4946304,91417761,2,driver,male,37,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946319,91417797,2,passenger,female,45,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4946496,91418200,2,driver,female,33,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4946503,91418210,1,other,male,31,possible injury,driver,,"driver, motorcycle helmet not used",not ejected
4946536,9141827,2,passenger,male,2,no injury,passenger seat 4,,,not ejected
4946537,9141827,2,passenger,female,1,no injury,passenger seat 6,,,not ejected
4946592,91418374,1,driver,male,20,possible injury,driver,not required,not required,partially ejected
4946593,91418374,2,driver,female,23,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4946621,91418439,1,driver,male,31,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4946630,9141848,2,bicyclist,female,47,complaint of pain,,,unknown,not ejected
4946688,91418605,2,driver,male,57,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4946703,91418643,1,driver,male,49,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946704,91418643,1,passenger,female,55,possible injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
4946705,91418643,2,driver,female,31,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946736,9141870,2,passenger,male,36,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4946850,91418888,1,driver,male,20,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4946871,91418920,2,driver,male,59,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4946872,91418920,3,passenger,female,45,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4946926,91419036,1,driver,male,63,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947045,9141929,1,bicyclist,male,68,other visible injury,,"driver, motorcycle helmet not used",,not ejected
4947062,9141934,1,passenger,female,16,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4947091,9141950,2,driver,female,46,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947188,9141969,1,driver,female,40,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947189,9141969,2,driver,female,36,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947224,91419763,2,driver,male,62,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947245,91419827,2,driver,female,59,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947337,91419989,2,passenger,female,59,suspected serious injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4947338,91419989,2,driver,female,38,suspected serious injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4947364,91420043,2,driver,male,23,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947365,91420043,2,passenger,female,21,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4947368,91420049,2,passenger,female,11,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4947469,91420388,1,driver,female,33,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4947473,91420394,1,driver,female,70,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4947507,91420471,1,passenger,female,18,suspected minor injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4947508,91420471,1,driver,female,18,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4947548,91420552,2,driver,female,37,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947551,9142056,1,driver,male,60,other visible injury,driver,,,not ejected
4947589,91420629,2,driver,male,67,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947729,91420879,1,driver,male,19,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4947801,91421136,1,driver,female,26,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4947870,91421262,2,bicyclist,male,58,suspected minor injury,driver,,"driver, motorcycle helmet not used",fully ejected
4947871,91421263,1,driver,female,37,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4947873,91421269,2,driver,female,34,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947942,91421407,2,driver,male,29,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4947998,91421487,1,pedestrian,male,12,possible injury,driver,,not required,not ejected
4948003,91421490,2,driver,male,27,possible injury,driver,not required,child restraint in vehicle used,not ejected
4948126,91421685,2,driver,male,79,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948147,91421767,2,driver,female,21,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948148,91421767,2,passenger,male,19,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4948165,91421799,2,driver,male,20,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948190,9142188,2,bicyclist,female,27,other visible injury,driver,,"driver, motorcycle helmet used",fully ejected
4948192,91421881,1,driver,male,47,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4948193,91421881,2,driver,male,26,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948194,91421881,2,passenger,female,31,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4948230,91421970,1,driver,male,45,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948231,91421970,1,passenger,male,17,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4948262,91422051,2,driver,female,31,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948263,91422053,1,driver,male,38,suspected minor injury,driver,air bag deployed,lap/shoulder harness not used,not ejected
4948360,9142226,1,driver,male,28,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4948361,9142226,2,passenger,,2,no injury,passenger seat 5,,,
4948476,91422481,1,driver,female,39,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4948477,91422481,2,driver,male,48,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948478,91422481,3,driver,male,26,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948494,91422509,1,driver,male,61,suspected minor injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4948498,91422533,2,driver,female,24,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948553,91422653,2,driver,female,26,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4948554,91422653,2,passenger,female,20,suspected minor injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4948555,91422653,2,passenger,female,8,suspected minor injury,passenger seat 5,not required,lap/shoulder harness used,not ejected
4948559,91422662,2,passenger,male,28,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4948560,91422667,3,pedestrian,male,36,possible injury,position unknown,,,not ejected
4948712,9142297,1,driver,female,27,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4948713,9142297,1,passenger,male,3,other visible injury,passenger seat 6,not required,child restraint in vehicle used,not ejected
4948734,91423053,1,driver,male,29,suspected minor injury,driver,not required,lap/shoulder harness used,not ejected
4948761,91423107,3,pedestrian,male,56,suspected serious injury,other occupants,,not required,not ejected
4948923,91423409,1,driver,male,53,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948957,91423501,2,passenger,female,50,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4948989,91423575,1,driver,male,26,suspected minor injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4948996,91423583,2,driver,male,28,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4948997,91423583,2,passenger,male,27,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4948998,91423583,2,passenger,female,32,possible injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4949001,9142359,2,passenger,female,22,no injury,passenger seat 3,,,not ejected
4949002,9142359,2,passenger,female,17,no injury,passenger seat 6,,,not ejected
4949003,9142359,2,passenger,male,18,no injury,passenger seat 4,,,not ejected
4949051,91423702,2,driver,male,36,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949130,91423986,1,bicyclist,male,49,killed,driver,,"driver, motorcycle helmet not used",fully ejected
4949171,91424066,2,driver,female,41,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949172,91424066,2,passenger,female,45,possible injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
4949173,91424066,2,passenger,female,10,possible injury,passenger seat 5,not required,lap/shoulder harness used,not ejected
4949174,91424066,2,passenger,male,29,possible injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
4949188,91424091,2,driver,male,45,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949233,91424186,1,driver,male,77,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4949238,91424193,1,passenger,male,34,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4949239,91424193,1,driver,male,34,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949324,91424404,1,driver,female,36,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4949325,91424404,2,driver,male,21,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4949350,91424445,1,driver,female,23,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949351,91424445,2,driver,male,48,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4949352,91424445,2,passenger,female,46,suspected minor injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4949355,91424457,2,passenger,female,16,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4949401,91424573,2,driver,male,58,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949443,91424640,1,driver,male,39,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4949480,91424732,2,passenger,male,36,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4949481,91424732,3,driver,male,69,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949482,91424732,3,passenger,female,64,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4949487,91424736,3,driver,female,51,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4949488,91424736,3,passenger,male,29,suspected minor injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
4949561,91425004,1,driver,female,78,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4949562,91425004,2,driver,female,44,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949563,91425004,3,driver,female,36,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949570,9142501,1,pedestrian,female,13,severe injury,other occupants,not required,,not ejected
4949577,9142503,2,driver,,55,complaint of pain,driver,air bag not deployed,,not ejected
4949644,91425156,2,passenger,female,4,possible injury,passenger seat 6,not required,child restraint in vehicle used,not ejected
4949660,91425173,2,driver,female,36,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949777,91425386,2,driver,male,47,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4949778,91425386,2,passenger,male,31,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4949960,91425875,1,driver,male,23,suspected minor injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4949994,91425923,2,driver,female,21,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4949995,91425928,1,driver,male,42,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4950002,91425942,1,driver,female,29,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4950025,91426010,1,driver,male,33,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4950058,91426073,2,driver,female,29,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4950239,91426445,2,driver,male,56,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4950250,91426483,2,driver,male,34,suspected minor injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4950289,91426674,1,driver,male,32,suspected minor injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4950294,91426681,2,driver,female,26,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4950297,91426683,1,driver,male,26,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4950298,91426683,2,driver,female,78,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4950339,9142681,2,passenger,male,26,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4950342,9142683,2,passenger,female,60,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4950349,91426851,2,driver,female,34,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4950383,91426939,1,driver,male,29,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4950384,91426939,1,passenger,male,16,suspected minor injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4950408,91426982,4,driver,male,82,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4950409,91426982,5,driver,female,39,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4950484,91427131,1,driver,male,18,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4950489,9142714,1,driver,male,29,complaint of pain,driver,lap/shoulder harness not used,air bag deployed,not ejected
4950599,91427300,1,bicyclist,male,71,possible injury,other occupants,,"driver, motorcycle helmet not used",fully ejected
4950751,91427602,2,passenger,female,36,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4950752,91427602,2,passenger,male,14,possible injury,rear occupant of truck or van,air bag not deployed,lap/shoulder harness used,not ejected
4950753,91427602,2,passenger,female,13,possible injury,rear occupant of truck or van,air bag not deployed,lap/shoulder harness used,not ejected
4950769,91427650,1,driver,male,60,killed,driver,air bag deployed,lap/shoulder harness used,not ejected
4950826,91427763,1,passenger,male,34,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4950827,91427763,1,passenger,male,33,possible injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4950897,91427970,2,passenger,female,27,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4950898,91427970,2,driver,female,49,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4950924,9142803,2,passenger,female,46,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4950957,91428082,1,passenger,male,19,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4950958,91428082,1,passenger,female,20,possible injury,passenger seat 6,air bag deployed,lap/shoulder harness used,not ejected
4951034,91428263,1,driver,male,54,possible injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4951128,91428487,1,driver,male,30,suspected minor injury,driver,not required,"driver, motorcycle helmet used",not ejected
4951299,91428939,2,driver,male,66,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951300,91428945,2,driver,male,43,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951356,91429029,1,driver,male,64,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951361,91429042,2,driver,male,64,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951405,91429155,2,driver,male,20,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4951468,91429269,1,driver,male,19,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4951511,91429333,1,driver,male,38,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951512,91429333,1,passenger,male,18,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4951569,91429436,1,driver,female,58,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951573,91429445,1,passenger,male,21,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4951583,91429469,1,driver,male,48,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951639,91429586,2,driver,female,50,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951640,91429586,2,passenger,female,46,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4951678,91429805,2,driver,female,22,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4951694,91429858,1,driver,male,16,suspected serious injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4951794,91430071,1,driver,female,30,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4951808,91430106,1,driver,male,26,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4951837,9143017,2,driver,male,30,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951846,91430189,1,driver,female,30,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951847,91430189,2,driver,male,30,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951878,91430270,1,driver,female,25,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4951883,9143028,2,passenger,male,53,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4951902,91430315,2,driver,female,71,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4951980,91430487,1,driver,female,61,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4951981,91430487,2,driver,male,62,suspected minor injury,driver,not required,lap/shoulder harness used,not ejected
4952000,91430534,1,driver,male,22,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952004,91430541,2,driver,male,45,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952016,9143065,1,driver,female,22,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4952017,9143065,2,driver,male,56,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4952018,9143065,2,passenger,female,29,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4952027,9143070,2,driver,male,27,other visible injury,driver,not required,"driver, motorcycle helmet used",not ejected
4952043,9143073,1,driver,female,60,complaint of pain,driver,air bag deployed,lap belt used,not ejected
4952052,9143074,1,driver,female,50,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4952053,9143074,2,driver,male,33,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952063,9143076,1,driver,male,33,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952064,9143076,2,driver,male,62,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952067,91430766,1,driver,male,56,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952089,9143080,2,passenger,female,24,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4952142,9143091,2,bicyclist,female,25,other visible injury,,,"driver, motorcycle helmet used",fully ejected
4952152,9143093,2,bicyclist,male,60,other visible injury,,,"driver, motorcycle helmet not used",partially ejected
4952178,9143099,1,driver,male,28,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952222,9143106,2,passenger,female,57,complaint of pain,driver,air bag not deployed,lap/shoulder harness not used,not ejected
4952309,91431211,2,driver,female,40,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952340,91431262,1,passenger,female,38,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4952341,91431262,1,passenger,male,7,suspected minor injury,passenger seat 6,air bag deployed,lap/shoulder harness used,not ejected
4952384,91431330,1,driver,female,24,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952385,91431330,1,passenger,male,32,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4952389,91431336,2,driver,female,52,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952406,91431364,2,driver,female,28,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952410,91431369,1,driver,female,63,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952411,91431369,2,driver,male,28,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952413,91431370,2,passenger,female,10,possible injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
4952417,91431376,2,driver,male,50,possible injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4952441,91431459,1,passenger,female,50,suspected minor injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
4952442,9143146,1,passenger,male,55,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4952443,9143146,2,driver,male,49,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952444,9143146,3,passenger,female,37,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4952445,9143146,3,driver,female,38,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952446,91431460,1,driver,male,39,suspected minor injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4952461,91431489,2,driver,male,25,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952471,9143150,1,driver,female,73,other visible injury,,air bag deployed,lap/shoulder harness used,not ejected
4952472,9143150,2,driver,female,43,other visible injury,,air bag deployed,lap/shoulder harness used,not ejected
4952476,9143151,2,pedestrian,female,44,other visible injury,,,not required,not ejected
4952496,9143155,2,driver,female,46,complaint of pain,,air bag not deployed,lap/shoulder harness used,not ejected
4952519,91431591,2,driver,female,27,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952520,91431591,3,driver,female,24,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952564,91431676,1,driver,female,35,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952565,91431676,2,driver,male,29,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952606,91431739,1,driver,female,63,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952607,91431739,2,driver,male,51,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952609,91431742,2,driver,male,56,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952613,91431749,2,driver,female,32,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952646,91431796,2,passenger,male,23,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4952703,91431931,1,driver,female,28,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952705,91431939,1,driver,female,27,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952725,91431973,1,driver,male,57,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952754,91432012,2,driver,male,47,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4952766,91432044,2,driver,male,37,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4952793,91432109,1,passenger,female,30,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4952810,91432146,1,driver,female,23,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4953005,91432511,1,bicyclist,female,48,suspected serious injury,driver,,"driver, motorcycle helmet not used",fully ejected
4953127,91432843,1,passenger,male,26,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4953128,91432843,1,passenger,female,19,possible injury,passenger seat 6,air bag deployed,lap/shoulder harness used,not ejected
4953129,91432843,2,passenger,female,60,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4953130,91432843,2,driver,female,27,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4953149,91432868,1,driver,male,44,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4953150,91432868,2,driver,female,20,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4953165,91432906,1,passenger,male,29,suspected minor injury,passenger seat 3,air bag deployed,lap/shoulder harness not used,not ejected
4953191,91432972,1,driver,male,20,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4953192,91432972,2,driver,female,23,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4953193,91432972,2,passenger,male,27,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4953194,91432972,2,passenger,female,46,possible injury,passenger seat 6,air bag not deployed,not required,not ejected
4953220,91433017,2,driver,male,36,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4953347,91433265,2,driver,male,43,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4953348,91433265,2,passenger,male,23,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4953408,91433436,1,driver,male,61,suspected serious injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4953420,91433457,2,driver,male,52,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
